pies_cuadrados_casa;num_banios;num_habitaciones;num_cocinas;num_coches_garaje;pies_cuadrados_garaje;precio_dolares
1709;2;2;1;2;506;328900
1712;2;4;2;2;588;145000
1393;1;3;1;1;300;135500
2217;2;4;1;2;621;268000
1505;1;2;1;2;505;149500
924;1;3;1;2;576;122900
1683;2;3;1;2;440;172500
1068;1;3;1;1;264;154500
1383;1;3;1;1;354;165000
1535;2;4;2;2;400;118858
1796;1;4;1;2;483;140000
951;1;2;1;1;327;106500
2240;2;6;2;2;528;142953
1236;1;3;1;1;288;135000
858;1;2;1;1;684;110000
1306;1;2;1;1;756;153000
1509;2;3;1;2;393;180000
1670;2;3;1;3;690;240000
902;1;3;1;1;288;125500
1063;1;3;1;1;280;128000
1636;2;3;1;3;865;255000
2057;1;3;1;1;180;250000
902;1;2;1;2;484;131000
1484;2;3;1;2;390;174000
2274;2;5;2;2;480;154300
1268;1;3;1;1;252;143500
1015;1;3;1;1;450;88000
2002;2;4;2;3;871;145000
1224;2;2;1;2;528;173733
1092;1;3;1;1;286;75000
480;0;1;1;1;308;35311
1229;1;3;1;1;284;135000
2127;2;4;1;3;833;238000
1414;1;3;1;2;601;176500
1721;2;3;1;2;471;201000
2200;2;4;2;0;0;145900
1316;2;3;1;2;397;169990
1617;2;2;1;2;533;193000
1686;2;3;1;2;612;207500
1126;2;3;1;2;540;175000
2374;2;4;1;3;656;285000
1978;2;4;1;2;486;176000
1788;2;3;1;2;522;236500
2236;2;4;1;2;642;222000
1466;2;3;1;3;610;201000
925;1;2;1;1;429;117500
1905;2;3;1;3;788;320000
1500;2;3;1;2;570;190000
2069;2;4;1;2;505;242000
747;1;1;1;2;528;79900
1200;2;2;1;2;555;184900
1971;2;3;1;2;689;253000
1962;2;3;1;3;868;239799
2403;2;4;1;1;349;244400
1728;2;4;2;2;574;150900
2060;2;3;1;2;390;214000
1440;2;4;2;0;0;150000
1632;2;4;2;2;576;143000
1344;1;3;1;2;525;137500
1869;1;2;1;2;456;124900
1144;1;3;1;1;796;143000
1629;2;3;1;3;808;270000
1776;2;3;1;2;474;192500
1381;1;3;1;2;676;197500
864;1;3;1;2;720;129000
965;1;3;1;1;300;119900
768;1;2;1;1;396;133900
1968;2;4;1;2;530;172000
980;2;4;0;0;0;127500
1958;2;4;2;2;492;145000
1229;1;2;1;2;462;124000
1057;1;3;1;2;576;132000
1337;2;3;1;2;531;185000
1416;2;3;1;2;484;155000
858;1;2;1;0;0;116500
2872;2;4;1;2;619;272000
1548;2;3;1;2;440;155000
1800;2;2;1;2;702;239000
1894;2;4;1;2;510;214900
1484;2;3;1;2;393;178900
1308;1;2;1;1;256;160000
1098;1;3;1;1;260;135000
968;1;2;1;0;0;37900
1095;1;2;1;1;264;140000
1192;1;4;1;0;0;135000
1626;2;2;1;2;474;173000
918;2;2;1;1;264;99500
1428;2;3;1;2;480;182000
2019;1;3;1;2;532;167500
1382;2;3;1;2;490;165000
869;1;2;1;0;0;85500
1241;1;1;1;2;569;199900
894;1;3;1;2;400;110000
1121;1;3;1;2;480;139000
999;1;3;1;2;588;178400
2612;2;4;1;3;676;336000
1266;2;2;1;2;388;159895
2290;2;4;1;2;779;255900
1734;2;4;2;2;539;126000
1164;1;3;1;1;240;125000
1635;1;2;1;1;255;117000
1940;2;3;1;3;606;395192
2030;2;4;1;2;551;195000
1576;2;3;1;2;614;197000
2392;2;3;1;3;870;348000
1742;1;4;1;2;424;168000
1851;2;3;1;2;440;187000
1500;2;3;1;2;564;173900
1718;2;3;1;3;786;337500
1230;1;3;1;1;305;121600
1050;1;3;1;1;368;136500
1442;2;2;1;2;615;185000
1077;1;3;1;1;210;91000
1208;2;2;1;2;632;206000
944;1;2;1;2;528;82000
691;1;2;1;1;216;86000
1574;2;3;1;3;824;232000
1680;2;4;2;2;528;136905
1504;2;1;1;2;457;181000
985;2;3;1;1;328;149900
1657;2;3;1;2;484;163500
1092;1;3;1;1;286;88000
1710;2;3;1;2;550;240000
1522;2;4;1;0;0;102000
1271;2;4;1;1;312;135000
1664;2;4;2;0;0;100000
1502;1;3;1;1;180;165000
1022;1;2;1;1;280;85000
1082;1;2;1;1;240;119200
1665;2;3;1;2;528;227000
1504;2;3;1;2;478;203000
1360;1;1;1;2;565;187500
1472;2;3;1;2;402;160000
1506;2;2;1;2;440;213490
1132;1;2;1;2;451;176000
1220;2;2;1;2;632;194000
1248;1;2;1;1;160;87000
1504;2;2;1;2;437;191000
2898;2;2;1;2;665;287000
882;1;3;1;2;461;112500
1264;1;3;1;2;461;167500
1646;2;3;1;3;800;293077
1376;1;3;1;1;240;105000
1218;1;3;1;1;264;118000
1928;2;5;2;0;0;160000
3082;2;5;1;2;672;197000
2520;2;5;1;3;796;310000
1654;2;3;1;3;900;230000
954;1;2;1;1;240;119750
845;1;3;1;1;290;84000
1620;2;2;1;3;912;315500
2263;2;3;1;2;905;287000
1344;1;3;1;0;0;97000
630;1;1;1;1;286;80000
1803;2;3;1;2;484;155000
1632;1;4;1;2;484;173000
1306;2;1;1;2;624;196000
2329;2;4;1;2;514;262280
2524;2;4;1;2;542;278000
1733;2;4;1;2;452;139600
990;1;3;1;2;672;145000
1771;1;3;1;2;336;115000
930;1;2;1;1;308;84900
1302;2;3;1;2;436;176485
1316;2;3;1;2;440;200141
1977;1;4;1;2;540;165000
1526;1;4;1;1;364;144500
1989;2;3;1;2;586;255000
1523;2;3;1;2;478;180000
1364;2;2;1;2;484;185850
1850;2;3;1;2;467;248000
2184;2;3;1;3;836;335000
1991;1;3;1;2;432;220000
1338;2;2;1;2;582;213500
894;1;2;1;3;1248;81000
2337;2;5;2;2;560;90000
1103;1;2;1;2;440;110500
1154;1;3;1;2;480;154000
2260;2;3;1;2;533;328000
1571;2;3;1;2;380;178000
1611;1;4;1;2;442;167900
2521;2;5;1;2;576;151400
893;1;2;1;2;576;135000
1048;1;3;1;1;286;135000
1556;1;4;1;2;441;154000
1456;1;4;1;1;280;91500
1426;1;3;1;2;440;159500
1240;2;2;1;3;826;194000
1740;1;3;1;1;240;219500
1466;2;3;1;2;566;170000
1096;1;3;1;1;299;138800
848;1;1;1;2;420;155900
990;1;3;1;1;299;126000
1258;2;3;1;2;528;145000
1040;1;3;1;1;308;133000
1459;2;3;1;2;527;192000
1251;1;3;1;1;461;160000
1498;2;3;1;2;409;187500
996;1;2;1;2;564;147000
1092;1;3;1;1;286;83500
1953;2;3;1;3;1043;252000
1709;2;3;1;2;380;137500
1247;1;1;1;2;550;197000
1040;2;2;2;2;400;92900
1252;2;2;1;2;462;160000
1694;2;4;1;2;576;136500
1200;1;1;1;2;884;146000
936;1;2;1;1;308;129000
1314;2;3;1;2;440;176432
1355;1;3;1;0;0;127000
1088;1;2;1;2;461;170000
1324;1;3;1;1;240;128000
1601;2;3;1;2;478;157000
438;1;1;1;1;246;60000
950;1;3;1;1;280;119500
1134;1;2;1;1;254;135000
1194;1;3;1;2;539;159500
1302;2;3;1;2;440;106000
2622;2;3;1;2;712;325000
1442;2;3;1;2;719;179900
2021;2;3;1;2;422;274725
1690;2;3;1;2;463;181000
1836;2;3;1;3;862;280000
1658;2;3;1;2;431;188000
1964;2;4;1;2;483;205000
816;1;2;1;1;308;129900
1008;1;2;1;1;240;134500
833;1;2;1;1;326;117000
1734;2;3;1;3;928;318000
1419;2;3;1;2;527;184100
894;1;3;1;2;450;130000
1601;1;3;1;1;300;140000
1040;1;3;1;1;286;133700
1012;1;2;1;1;308;118400
1552;2;3;1;3;782;212900
960;1;3;1;1;288;112000
698;1;2;1;0;0;118000
1482;2;3;1;2;392;163900
1005;1;2;1;2;672;115000
1555;2;2;1;3;660;174000
1530;2;3;1;3;630;259000
1959;2;4;1;2;434;215000
936;1;2;1;2;672;140000
1981;2;4;1;2;576;135000
974;1;3;1;0;0;93500
2210;2;5;1;1;205;117500
2020;2;3;1;2;466;239500
1600;2;3;1;2;460;169000
986;1;2;1;1;180;102000
1252;1;3;1;1;288;119000
1020;1;2;1;0;0;94000
1567;2;2;1;2;714;196000
1167;1;3;1;2;495;144000
952;1;2;1;2;840;139000
1868;2;4;1;2;484;197500
2828;3;4;1;3;1052;424870
1006;1;3;1;0;0;80000
924;1;2;1;1;280;80000
1576;1;3;1;1;225;149000
1298;2;3;1;2;403;180000
1564;1;3;1;1;234;174500
1111;1;2;1;1;288;116900
1482;1;3;1;2;324;143000
932;1;2;1;1;306;124000
1466;1;3;1;2;528;149900
1811;1;2;1;2;470;230000
816;1;2;1;1;432;120500
1820;1;4;1;2;492;201800
1437;2;3;1;2;528;218000
1265;2;3;1;2;502;179900
1314;2;2;1;2;626;230000
1580;2;3;1;3;830;235128
1876;2;4;1;2;540;185000
1456;2;3;1;2;440;146000
1640;1;3;1;2;924;224000
894;1;3;1;2;450;129000
1258;0;0;2;2;400;108959
1432;1;2;1;2;588;194000
1502;2;3;1;2;644;233170
1694;2;3;1;3;776;245350
1671;2;3;1;2;472;173000
2108;2;4;1;2;540;235000
1118;1;3;1;1;358;171000
1261;1;3;1;2;433;163000
1250;2;2;1;2;625;171900
3086;3;3;1;0;0;200500
2345;2;4;1;2;360;239000
2872;2;4;1;2;541;285000
923;1;3;1;1;264;119500
1224;1;3;1;1;210;115000
1343;1;3;1;1;186;154900
1124;1;3;1;0;0;93000
2514;2;4;1;2;693;250000
1652;2;2;1;2;482;392500
1130;1;2;1;2;720;120000
1572;1;3;1;3;995;186700
1221;1;4;1;1;392;104900
1699;2;3;2;2;420;95000
1624;2;2;1;3;757;262000
1660;2;3;1;2;493;195000
1804;2;3;1;2;442;189000
1622;1;3;1;4;1356;168000
1441;2;2;1;2;492;174000
1472;1;3;1;1;250;125000
1224;2;2;1;2;402;165000
1352;1;4;1;1;299;158000
1456;2;3;1;2;400;176000
1863;2;4;1;3;660;219210
1690;1;3;1;1;225;144000
1212;2;3;1;2;573;178000
1382;1;3;1;2;459;148000
864;1;3;1;1;280;116050
1779;2;3;1;2;546;197900
1348;1;3;1;1;216;117000
1630;2;3;1;2;451;213000
1074;1;3;1;2;495;153500
2196;2;3;1;3;701;271900
1056;1;2;1;1;384;107000
1700;2;3;1;2;544;200000
1283;1;3;1;2;506;140000
1660;2;3;1;2;500;290000
1845;2;3;1;2;462;189000
1752;2;4;1;2;492;164000
672;1;2;1;1;234;113000
960;0;0;1;1;364;145000
999;1;3;1;1;300;134500
894;1;3;1;1;384;125000
1902;2;4;2;2;539;112000
1314;2;3;1;2;552;229456
912;1;2;1;0;0;80500
1218;1;3;1;0;0;91500
912;1;2;1;1;288;115000
1211;1;3;1;1;322;134000
1846;2;3;1;1;315;143000
2136;2;4;1;2;528;137900
1490;2;3;1;2;388;184000
1138;1;3;1;1;264;145000
1933;2;4;1;3;668;214000
912;1;2;1;2;576;147000
1702;1;1;1;3;1052;367294
1507;2;4;1;1;404;127000
2620;2;4;2;2;600;190000
1190;1;3;1;2;540;132500
1224;2;2;2;2;462;101800
1188;1;3;1;2;531;142000
1964;1;4;1;0;0;130000
1784;1;4;1;1;180;138887
1626;2;2;1;2;474;175500
1948;2;4;1;2;434;195000
1141;1;3;1;2;484;142500
1484;2;2;1;2;472;265900
1768;2;3;1;2;543;224900
1689;2;3;1;3;954;248328
1173;2;3;1;2;528;170000
1517;1;3;1;2;400;230000
1868;3;3;1;2;477;178000
1553;2;3;1;2;615;186500
1034;1;3;1;3;888;169900
2058;1;3;1;2;396;129500
988;1;3;1;1;276;119000
2110;2;3;1;2;522;244000
1405;2;2;1;2;478;171750
874;1;3;1;1;288;130000
2167;2;3;1;2;518;294000
1656;2;3;1;2;397;165400
1367;1;3;1;1;560;127500
1987;2;2;1;2;691;301500
864;1;2;1;0;0;99900
1166;2;2;1;2;400;190000
1054;1;3;1;2;460;151000
1675;2;3;1;2;502;181000
1050;1;2;1;1;338;128900
1788;1;5;1;1;304;161500
1824;1;3;1;2;520;180500
1337;2;2;1;2;511;181000
1452;2;3;1;2;506;183900
1889;1;4;2;1;308;122000
2018;2;3;1;3;746;378500
3447;3;4;1;3;1014;381000
1524;1;3;1;1;315;144000
1524;0;0;1;2;586;260000
1489;2;3;1;2;462;185750
935;1;3;1;1;288;137000
1357;1;2;1;1;312;177000
1250;2;3;1;2;552;139000
1920;2;4;2;2;400;137000
1395;1;3;1;2;497;162000
1724;1;3;1;2;480;197900
2031;2;3;1;2;577;237000
1128;1;2;1;2;528;68400
1573;2;3;1;2;544;227000
1339;2;2;1;2;484;180000
1040;2;3;1;2;484;150500
1824;2;4;2;0;0;139000
2447;2;4;1;1;336;169000
1412;1;4;1;1;280;132500
1328;1;3;1;2;528;143000
1582;2;4;1;2;390;190000
1659;2;2;1;2;499;278000
1970;2;3;1;3;753;281000
1152;1;3;1;2;484;180500
1302;2;3;1;1;264;119500
2372;2;4;2;1;432;107500
1664;2;4;1;2;528;162900
864;1;2;1;2;572;115000
1052;1;3;1;1;288;138500
1128;2;3;1;2;525;155000
1072;2;2;1;2;525;140000
1246;1;3;1;1;305;154000
1983;2;3;1;2;490;225000
1494;1;3;1;1;213;177500
2526;2;4;1;3;844;290000
1616;2;3;1;3;834;232000
1708;2;3;1;2;380;130000
1652;2;2;1;2;840;325000
1368;2;2;1;2;474;202500
990;1;3;1;2;480;138000
1122;1;2;1;2;528;147000
1294;2;3;1;2;496;179200
1902;2;3;1;2;567;335000
1274;2;3;1;2;508;203000
2810;2;4;1;2;750;302000
2599;2;4;1;3;779;333168
948;1;3;1;1;280;119000
2112;2;4;1;2;576;206900
1630;2;3;1;3;860;295493
1352;2;2;1;2;466;208900
1787;2;3;1;3;748;275000
948;1;3;1;1;248;111000
1478;1;3;1;2;442;156500
720;1;2;1;1;287;72500
1923;2;3;1;2;564;190000
708;1;2;1;0;0;82500
1795;2;2;1;3;895;147000
796;1;2;1;0;0;55000
774;1;3;1;0;0;79000
816;1;3;1;1;264;130500
2792;2;5;1;2;520;256000
1632;2;3;1;2;462;176500
1588;2;3;1;3;825;227000
954;1;3;1;2;576;132500
816;1;2;1;1;288;100000
1360;1;2;1;1;297;125500
1365;1;3;1;2;440;125000
1334;2;2;1;2;630;167900
1656;2;4;2;2;506;135000
693;1;2;1;0;0;52500
1861;2;3;1;2;492;200000
864;1;3;1;1;288;128500
872;1;3;1;4;480;123000
1114;1;3;1;2;576;155000
2169;2;3;1;2;647;228500
1913;1;3;1;2;342;177000
1456;2;3;1;2;440;155835
960;1;2;1;1;308;108500
2156;2;3;1;2;508;262500
1776;2;3;1;3;712;283463
1494;2;3;1;2;514;215000
2358;2;4;1;0;0;122000
2634;2;6;2;4;968;200000
1716;1;4;1;2;490;171000
1176;1;2;1;2;624;134900
3238;2;4;1;3;666;410000
1865;2;3;1;3;839;235000
1920;3;4;1;2;487;170000
892;1;3;1;1;264;110000
1078;1;3;1;2;500;149900
1573;2;3;1;2;440;177500
1980;2;3;1;3;770;315000
2601;3;4;1;2;621;189000
1530;2;3;1;2;430;260000
1738;2;4;1;1;368;104900
1412;2;3;1;2;432;156932
1200;2;2;1;2;480;144152
1674;2;3;1;2;663;216000
1790;2;3;1;2;588;193000
1475;2;4;1;1;336;127000
848;1;1;1;2;420;144000
1668;2;3;1;2;502;232000
1374;1;2;1;1;338;105000
1661;1;3;1;1;377;165500
2097;2;3;1;2;583;274300
1958;2;3;1;3;936;250000
1571;2;3;1;3;722;239000
790;1;2;1;1;160;91000
1604;2;3;1;2;660;117000
987;1;2;1;1;264;83000
1394;2;3;1;2;400;167500
864;1;2;1;1;200;58500
2117;2;4;1;2;550;237500
1762;1;4;1;2;576;157000
1416;2;3;1;2;576;112000
1258;1;2;1;1;280;105000
1154;1;3;1;1;240;125500
2784;3;5;1;2;564;250000
2526;2;5;1;1;216;136000
1746;2;3;1;3;758;377500
1218;1;3;1;2;440;131000
1525;2;3;1;2;541;235000
1584;2;4;2;3;792;124000
900;1;3;1;1;288;123000
1912;2;3;2;2;672;163000
1500;2;2;1;3;648;246578
2482;2;4;1;3;642;281213
1687;1;3;1;2;572;160000
1513;1;4;1;1;180;137500
1904;1;3;1;1;240;138000
1608;2;3;1;1;216;137450
1158;1;3;1;1;208;120000
1593;2;3;1;2;398;193000
1294;2;2;1;2;662;193879
1464;2;3;1;3;754;282922
1214;1;3;1;3;936;105000
1646;2;2;1;2;482;275000
768;1;2;1;2;396;133000
833;1;3;1;0;0;112000
1363;1;3;1;2;528;125500
2093;2;3;1;2;542;215000
1840;2;3;1;2;622;230000
1668;1;3;1;1;271;140000
1040;2;2;2;2;420;90000
1844;2;2;1;2;620;257000
1848;1;4;1;2;370;207000
1569;2;1;1;3;660;175900
2290;2;4;2;2;560;122500
2450;2;3;1;3;1069;340000
1144;1;3;1;1;336;124000
1844;2;3;1;2;540;223000
1416;2;3;1;2;776;179900
1069;2;2;1;2;440;127500
848;1;1;1;2;420;136500
2201;2;4;1;2;432;274970
1344;1;2;1;1;484;144000
1252;1;3;1;2;528;142000
2127;2;3;1;2;525;271000
1558;1;3;1;1;288;140000
804;1;2;1;1;240;119000
1440;2;3;1;2;467;182900
1838;2;4;1;2;372;192140
958;2;2;1;2;440;143750
968;2;4;1;1;216;64500
1792;2;3;1;2;451;186500
1126;2;3;1;2;484;160000
1537;1;3;1;2;462;174000
864;1;3;1;2;528;120500
1932;2;2;1;3;774;394617
1236;1;2;1;2;923;149700
1725;2;3;1;2;550;197000
2555;2;3;1;2;672;191000
848;1;1;1;2;420;149300
2007;2;3;1;3;812;310000
952;1;2;1;1;192;121000
1422;2;3;1;2;626;179600
913;1;3;1;1;240;129000
1188;1;3;1;1;312;157900
2090;2;3;1;2;556;240000
1346;1;2;1;1;384;112000
630;1;1;1;0;0;92000
1792;2;4;2;0;0;136000
1578;2;3;1;3;840;287090
1072;1;2;1;2;525;145000
1140;1;3;1;0;0;84500
1221;2;2;1;2;400;185000
1647;2;3;1;2;460;175000
2073;2;3;1;2;500;210000
2340;2;4;1;1;252;266500
1078;1;2;1;1;240;142125
1256;1;3;1;1;276;147500
